timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.2;20: frq1-.3;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
8200;295.037;427.965;294.651;-127.211;-118.548;;392.163;101.939;116.317;-88.734;-63.832;-47.829;8.674;28.513;-92.039
8210;270.425;403.967;279.084;-125.16;-117.644;;379.668;88.258;94.512;-100.469;-69.963;-57.03;8.348;25.386;-94.738
8220;245.126;379.666;263.828;-123.088;-116.422;;362.257;74.375;72.697;-112.982;-73.589;-65.65;9.015;22.086;-96.265
8230;218.764;352.179;247.452;-122.052;-115.12;;342.926;62.172;52.123;-124.415;-77.215;-74.269;9.648;20.033;-99.432
8240;192.52;323.452;229.167;-120.837;-113.797;;323.097;49.764;31.666;-135.841;-80.411;-79.414;11.197;16.444;-102.212
8250;165.494;295.679;210.854;-119.877;-113.234;;303.212;36.833;11.466;-146.548;-83.607;-84.559;12.906;12.855;-104.913
8260;139.908;267.371;190.941;-118.938;-112.755;;282.53;23.912;-4.652;-154.858;-83.348;-89.537;14.796;7.252;-107.503
8270;114.411;240.183;170.028;-117.847;-112.395;;261.819;13.236;-19.978;-163.688;-83.088;-94.514;16.177;1.45;-105.134
8280;90.959;212.057;149.039;-116.396;-111.979;;240.509;2.175;-30.065;-172.08;-85.388;-99.684;17.571;-5.45;-102.909
8290;67.546;184.194;127.65;-115.044;-111.764;;219.219;-8.349;-41.479;-180.352;-87.48;-104.854;18.382;-10.026;-101.444
8300;44.764;154.972;106.137;-113.812;-111.128;;197.53;-16.188;-50.308;-189.223;-88.297;-111.203;19.066;-13.563;-99.759
8310;23.079;126.229;84.261;-112.677;-110.892;;175.957;-24.466;-59.543;-198.16;-87.115;-114.792;19.818;-16.746;-97.033
8320;2.578;97.308;61.206;-111.393;-111.05;;152.665;-29.692;-65.339;-207.923;-86.092;-118.528;20.633;-19.93;-94.17
8330;-18.033;67.71;38.323;-110.607;-111.327;;129.428;-35.098;-71.884;-217.709;-83.003;-120.905;21.608;-23.894;-88.186
8340;-39.246;37.588;16.401;-110.789;-111.294;;104.27;-38.549;-78.749;-225.494;-81.759;-124.832;21.705;-28.818;-82.541
8350;-59.968;7.59;-3.557;-110.909;-110.901;;78.996;-42.774;-85.71;-233.589;-80.102;-128.647;21.891;-33.055;-75.735
8360;-78.364;-21.479;-23.281;-110.869;-110.211;;57.401;-45.732;-91.472;-239.297;-78.445;-132.462;21.394;-37.074;-69.006
8370;-94.763;-49.863;-42.006;-110.526;-109.361;;35.786;-49.323;-97.258;-243.132;-75.527;-133.178;20.222;-41.418;-64.396
8380;-111.743;-76.123;-58.815;-110.503;-108.484;;16.931;-52.189;-103.324;-246.957;-72.608;-133.894;18.188;-45.714;-59.628
8390;-126.914;-98.71;-75.777;-110.219;-107.807;;-1.807;-53.794;-108.017;-248.989;-68.971;-133.542;16.461;-47.687;-55.219
8400;-135.673;-121.223;-89.378;-110.981;-107.301;;-19.545;-55.15;-112.469;-250.931;-65.334;-133.19;14.814;-50.439;-51.363
8410;-144.502;-140.897;-102.793;-111.949;-106.475;;-37.124;-56.873;-117.894;-251.531;-63.404;-133.159;14.034;-49.807;-47.066
8420;-150.566;-158.629;-114.457;-112.177;-105.851;;-51.063;-59.629;-123.646;-252.455;-61.474;-133.127;13.262;-49.175;-44.921
8430;-156.65;-173.337;-124.785;-112.539;-104.84;;-65.622;-62.967;-129.622;-253.219;-60.441;-133.114;13.763;-48.269;-43.309
8440;-156.89;-187.785;-135.051;-112.723;-103.917;;-76.061;-66.702;-135.908;-252.557;-59.408;-133.102;14.241;-47.363;-42.08
8450;-156.44;-198.479;-144.128;-113.01;-103.346;;-86.719;-69.926;-140.55;-249.615;-59.406;-133.452;14.636;-44.483;-40.872
8460;-155.99;-204.742;-152.092;-113.377;-103.112;;-97.356;-73.451;-145.366;-246.701;-59.403;-133.803;14.745;-43.963;-38.657
8470;-154.862;-211.159;-159.946;-113.541;-102.788;;-103.753;-76.596;-150.018;-241.946;-61.959;-133.463;13.894;-42.083;-36.503
8480;-153.29;-214.96;-166.607;-113.738;-102.542;;-110.178;-79.68;-154.349;-237.25;-64.466;-133.124;13.181;-41.334;-35.932
8490;-151.737;-216.766;-172.297;-113.903;-102;;-116.323;-82.648;-158.549;-233.033;-66.557;-135.254;12.509;-40.585;-35.189
8500;-150.854;-219.004;-177.966;-113.857;-101.49;;-122.371;-85.385;-161.058;-228.437;-68.593;-137.556;11.67;-40.152;-30.945
8510;-150.775;-220.457;-182.074;-114.342;-100.986;;-128.099;-87.876;-162.808;-223.281;-72.532;-141.505;10.479;-37.719;-26.749
8520;-151.739;-223.006;-183.997;-115.124;-100.279;;-133.621;-90.207;-165.221;-217.612;-76.327;-145.426;9.727;-36.625;-23.145
8530;-154.023;-225.679;-186.415;-116.352;-99.385;;-138.902;-91.988;-166.709;-210.913;-78.557;-149.414;9.161;-34.731;-19.61
8540;-156.204;-229.072;-188.426;-118.097;-99.698;;-144.259;-94.328;-166.677;-204.251;-80.767;-153.498;8.596;-32.948;-15.735
8550;-158.983;-231.374;-190.52;-119.415;-99.577;;-149.937;-95.683;-166.646;-197.44;-83.167;-156.931;7.888;-32.971;-11.868
8560;-161.674;-233.625;-191.799;-121.299;-99.743;;-155.703;-96.677;-166.804;-190.284;-85.608;-160.212;7.226;-33.043;-8.156
8570;-164.552;-236.214;-192.341;-123.022;-99.841;;-159.83;-97.88;-166.942;-183.046;-87.269;-162.006;6.659;-32.36;-4.41
8580;-167.361;-238.939;-192.766;-125.821;-98.93;;-163.661;-98.883;-165.488;-174.461;-89.068;-163.957;5.91;-30.717;-3.09
8590;-168.946;-241.655;-192.577;-128.178;-97.218;;-165.611;-100.938;-163.807;-166.614;-88.812;-163.121;5.881;-28.074;-1.708
8600;-171.137;-245.043;-192.538;-130.215;-95.068;;-167.444;-102.233;-162.308;-158.705;-88.818;-161.719;5.851;-25.96;-1.586
8610;-173.233;-247.99;-192.961;-131.359;-92.479;;-167.637;-102.433;-160.763;-149.989;-89.05;-160.948;5.821;-23.846;-0.517
8620;-175.612;-251.121;-192.566;-132.134;-89.978;;-167.672;-101.581;-159.906;-141.912;-89.851;-160.709;6.556;-22.982;1.128
8630;-177.16;-255.057;-192.217;-131.981;-87.618;;-167.946;-100.225;-158.97;-133.921;-91.025;-162.007;6.811;-22.159;3.64
8640;-178.041;-258.108;-192.054;-131.688;-85.24;;-167.913;-99.792;-158;-123.377;-90.989;-162.905;6.517;-23.303;5.541
8650;-178.923;-259.69;-193.011;-131.476;-80.702;;-167.386;-99.839;-157.27;-112.832;-90.953;-163.803;5.509;-23.331;6.761
8660;-180.262;-259.559;-193.906;-130.866;-76.474;;-167.754;-99.174;-155.855;-105.375;-89.597;-163.532;3.661;-23.359;7.886
8670;-181.575;-258.906;-194.712;-130.537;-71.807;;-167.516;-97.429;-154.257;-96.359;-88.303;-163.262;2.012;-22.812;10.866
8680;-183.468;-257.61;-195.371;-129.921;-67.463;;-166.741;-95.495;-152.396;-86.88;-86.463;-160.771;0.364;-22.226;13.674
8690;-184.935;-256.324;-195.92;-129.479;-63.56;;-165.241;-93.241;-150.629;-78.721;-84.541;-158.28;-1.097;-21.92;16.571
8700;-185.786;-253.754;-196.837;-128.967;-59.712;;-163.655;-91.644;-148.487;-72.193;-81.215;-152.749;-1.534;-24.001;19.481
8710;-186.189;-252.054;-198.823;-128.179;-56.983;;-161.945;-89.807;-146.39;-65.476;-77.903;-147.218;-1.589;-26.017;22.037
8720;-186.526;-251.77;-200.396;-127.265;-54.172;;-159.959;-87.681;-144.24;-60.117;-72.916;-140.778;-2.274;-29.454;24.697
8730;-187.028;-251.011;-201.77;-126.212;-52.601;;-158.255;-85.596;-142.572;-55.113;-67.749;-134.338;-2.96;-33.415;29.261
8740;-187.097;-251.699;-202.463;-124.561;-50.789;;-156.354;-82.771;-140.905;-49.629;-62.95;-127.677;-3.735;-36.687;33.756
8750;-186.703;-252.348;-203.474;-123.11;-48.017;;-154.406;-80.143;-138.331;-43.727;-58.359;-121.017;-4.87;-39.719;34.63
8760;-186.31;-254.156;-203.91;-121.492;-45.21;;-152.737;-77.09;-135.957;-38.261;-55.112;-114.13;-5.701;-42.492;35.112
8770;-185.581;-255.436;-204.236;-119.074;-42.403;;-150.392;-74.092;-133.342;-31.821;-51.748;-107.243;-6.826;-43.603;36.908
8780;-184.495;-256.382;-204.032;-116.592;-39.768;;-148.032;-71.582;-131.327;-26.301;-48.001;-100.24;-8.359;-44.244;38.676
8790;-184.25;-257.388;-203.388;-112.743;-36.734;;-145.361;-68.594;-130.338;-20.15;-44.166;-93.237;-10.385;-44.579;40.359
8800;-184.423;-258.062;-203.199;-108.815;-33.782;;-142.483;-66.931;-128.189;-13.85;-40.708;-86.389;-12.411;-44.01;42.345
8810;-184.884;-259.074;-203.861;-104.083;-27.51;;-139.411;-65.622;-125.801;-8.553;-37.388;-79.541;-14.317;-42.56;44.164
8820;-185.615;-259.406;-206.083;-99.35;-20.732;;-136.73;-64.146;-122.894;-3.217;-35.24;-73.185;-16.423;-41.892;45.531
8830;-185.949;-258.552;-208.622;-92.604;-14.727;;-133.717;-62.96;-121.001;0.494;-33.086;-66.829;-18.465;-41.505;48.022
8840;-186.552;-258.01;-210.364;-85.865;-6.981;;-131.166;-61.906;-119.789;3.764;-31.617;-60.771;-19.966;-41.897;50.273
8850;-186.313;-257.228;-212.084;-79.567;0.212;;-128.294;-61.422;-118.684;6.8;-30.196;-54.713;-21.568;-42.288;52.771
8860;-186.297;-256.165;-213.908;-73.207;9.528;;-126.432;-61.868;-118.516;8.265;-29.854;-46.451;-23.199;-44.2;54.389
8870;-186.146;-255.383;-216.709;-67.328;18.679;;-124.21;-62.506;-117.825;10.396;-29.401;-38.189;-24.512;-45.343;55.131
8880;-186.302;-254.623;-218.806;-61.45;29.789;;-121.96;-64.193;-117.804;11.995;-27.512;-27.669;-25.345;-44.767;55.073
8890;-186.455;-255.244;-220.999;-54.705;41.023;;-120.037;-65.39;-117.623;11.273;-25.488;-17.549;-26.621;-42.594;54.939
8900;-186.088;-257.063;-221.879;-47.96;48.778;;-118.073;-66.901;-117.585;11.743;-22.876;-7.897;-27.175;-40.422;55.686
8910;-184.723;-259.625;-222.683;-39.41;56.553;;-115.932;-68.411;-117.866;17.254;-21.005;0.6;-27.897;-37.403;56.073
8920;-183.592;-261.379;-223.103;-30.023;67.208;;-113.737;-71.491;-118.666;21.432;-19.135;10.372;-28.535;-34.943;56.141
8930;-181.621;-262.721;-223.247;-20.381;77.808;;-111.992;-74.691;-119.786;27.666;-17.917;19.03;-29.201;-32.037;55.87
8940;-180.276;-264.326;-223.625;-10.23;88.848;;-110.233;-78.11;-120.69;33.65;-16.899;27.382;-29.051;-28.686;55.88
8950;-178.931;-264.625;-223.2;-0.28;99.826;;-108.337;-80.89;-121.553;41.468;-16.389;35.386;-29.821;-25.334;56.083
8960;-177.742;-262.622;-221.501;10.672;111.524;;-107.233;-83.703;-123.074;48.49;-15.879;43.308;-30.007;-21.53;54.846
8970;-176.597;-258.939;-219.988;21.197;123.194;;-105.888;-86.837;-124.137;55.612;-15.979;50.368;-29.528;-17.726;53.815
8980;-175.037;-253.738;-218.554;33.054;136.145;;-104.978;-90.215;-124.985;62.855;-16.08;57.429;-29.677;-13.83;51.785
8990;-173.982;-247.018;-217.641;44.025;149.109;;-104.374;-94.153;-125.513;68.723;-15.796;63.553;-29.757;-10.749;49.961
9000;-174.083;-239.283;-217.452;56.321;161.473;;-103.99;-97.154;-126.499;74.359;-15.512;69.677;-29.491;-9.017;47.338
9010;-174.441;-230.399;-217.783;68.687;173.699;;-103.892;-100.596;-127.313;79.414;-14.272;77.326;-29.309;-8.335;44.639
9020;-175.141;-222.105;-218.459;81.182;184.646;;-104.422;-103.319;-128.032;84.171;-12.839;84.974;-28.887;-7.812;40.356
9030;-175.654;-215.337;-218.557;93.677;195.39;;-104.346;-106.361;-128.702;88.901;-11.396;93.273;-27.52;-6.892;36.01
