timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -3;39: wc-2,+ -1;40: wc-2,+ -2;41: wc-2,+ -3;42: wc-1,- -1;43: wc-1,- -2;average;45: wc-2,- -1
10400;43.283;209.581;78.008;-9.164;-4.447;19.182;158.761;13.539;3.16;-16.901;24.165;6.873;13.977;13.977;11.466
10410;38.226;207.641;80.269;-10.382;-6.465;20.007;157.367;19.676;2.23;-16.582;23.828;4.295;17.114;17.114;11.13
10420;33.702;205.657;82.277;-11.276;-8.444;21.862;157.364;24.768;1.115;-18.343;24.932;2.254;17.644;17.644;10.073
10430;29.218;203.415;84.6;-13.2;-10.823;23.71;157.281;28.879;-0.001;-20.132;26.044;0.261;19.228;19.228;9.017
10440;26.886;198.977;87.383;-15.241;-12.957;26.251;158.612;32.982;-1.117;-21.777;26.08;1.679;20.371;20.371;7.808
10450;25.229;193.393;90.72;-16.459;-14.559;29.015;159.703;37.356;-2.233;-23.021;26.004;3.912;24.114;24.114;6.72
10460;24.589;186.579;90.774;-15.559;-14.604;31.779;158.975;42.117;-4.109;-24.327;25.248;5.299;27.695;27.695;5.912
10470;23.663;178.081;90.823;-14.817;-14.245;32.439;156.279;46.879;-5.985;-25.633;23.974;5.819;32.534;32.534;5.103
10480;22.081;170.691;91.854;-13.393;-14.41;33.16;152.622;51.057;-7.937;-26.346;22.012;4.905;37.11;37.11;4.142
10490;18.556;161.821;92.967;-12.052;-14.237;32.702;150.108;54.181;-9.888;-27.039;20.611;4.999;40.447;40.447;3.157
10500;12.71;155.153;93.88;-12.152;-13.054;32.368;147.142;57.481;-11.84;-28.651;18.817;7.044;39.982;39.982;2.172
10510;6.892;147.926;94.959;-12.945;-11.159;30.84;143.731;60.444;-13.792;-30.194;17.008;8.058;39.517;39.517;1.117
10520;3.194;142.76;96.821;-13.738;-9.073;29.236;140.64;62.073;-15.626;-32;15.236;5.663;38.583;38.583;-0.018
10530;0.782;139.074;98.421;-15.666;-7.16;29.312;137.262;63.472;-17.461;-33.446;13.625;1.948;39.28;39.28;-1.27
10540;-0.71;136.996;99.764;-17.498;-5.559;31.432;135.426;64.668;-19.412;-34.994;11.35;-1.312;39.135;39.135;-2.364
10550;-1.734;132.757;101.197;-21.37;-4.412;33.552;135.749;65.808;-21.324;-36.599;8.835;-2.314;37.865;37.865;-3.098
10560;-2.597;128.916;101.372;-26.668;-3.812;35.581;136.022;65.993;-23.236;-37.145;6.828;-3.566;34.873;34.873;-3.832
10570;-3.189;123.948;101.555;-31.966;-2.564;37.403;136.175;65.514;-25.148;-37.691;4.994;-4.949;30.686;30.686;-4.738
10580;-4.582;116.807;100.563;-34.563;-1.618;37.486;137.458;65.036;-27.059;-38.306;5.753;-7.698;27.138;27.138;-5.644
10590;-6.161;108.345;99.378;-36.981;-0.643;37.444;141.196;63.908;-28.971;-38.354;6.905;-11.284;26.217;26.217;-6.55
10600;-8.419;99.988;97.917;-36.913;0.455;36.603;145.503;63.548;-31.041;-38.403;7.855;-14.646;25.949;25.949;-7.65
10610;-11.004;89.743;96.302;-35.789;2.04;35.817;153.986;63.468;-32.712;-39.236;5.618;-16.927;27.087;27.087;-9.749
10620;-13.727;80.657;93.058;-34.554;2.706;36.55;142.349;63.222;-34.382;-40.909;3.16;-18.556;27.2;27.2;-11.834
10630;-15.815;69.28;89.766;-34.19;2.972;37.571;130.898;60.841;-36.052;-42.306;-0.419;-20.119;30.221;30.221;-13.92
10640;-16.746;58.72;87.232;-34.068;3.186;38.592;120.149;58.41;-37.723;-44.207;-3.528;-21.232;32.823;32.823;-15.702
10650;-18.001;47.08;84.732;-34.345;3.68;37.959;110.077;55.069;-39.393;-46.108;-6.686;-22.153;33.37;33.37;-17.484
10660;-17.435;35.79;82.732;-33.852;3.761;37.36;100.702;52.473;-41.236;-47.76;-11.734;-22.994;31.686;31.686;-19.331
10670;-17.393;24.701;81.157;-32.321;3.901;35.167;91.007;50.463;-42.679;-47.327;-16.661;-24.196;30.018;30.018;-20.154
10680;-17.254;14.047;78.257;-29.412;4.077;33.606;81.305;50.222;-44.142;-46.894;-21.663;-24.426;28.521;28.521;-20.978
10690;-17.429;2.913;75.316;-25.063;2.677;31.684;69.906;49.949;-45.606;-46.03;-24.495;-26.177;28.436;28.436;-21.801
10700;-18.204;-6.404;71.679;-20.794;0.552;29.246;57.847;49.81;-47.069;-45.607;-27.087;-29.259;28.043;28.043;-21.684
10710;-19.337;-15.721;71.041;-16.268;-1.894;26.807;47.188;50.459;-47.772;-45.183;-29.698;-32.058;26.161;26.161;-21.847
10720;-20.549;-23.008;69.394;-10.861;-3.957;24.968;37.526;51.629;-48.793;-44.906;-31.934;-33.057;24.27;24.27;-22.01
10730;-22.058;-30.295;65.268;-5.488;-4.637;23.019;27.719;52.666;-50.734;-45.429;-33.77;-32.131;21.625;21.625;-22.117
10740;-22.03;-36.197;60.23;0.142;-4.561;22.371;16.859;54.219;-52.674;-45.75;-35.492;-31.164;20.392;20.392;-21.926
10750;-19.709;-42.141;55.153;6.892;-5.234;21.778;5.977;55.812;-54.615;-44.952;-37.737;-31.218;19.283;19.283;-21.734
10760;-17.47;-46.659;49.91;13.451;-5.708;20.265;-3.266;57.371;-56.556;-44.153;-39.661;-31.23;19.921;19.921;-21.597
10770;-15.503;-51.226;44.575;20.01;-5.76;20.097;-12.592;58.298;-58.745;-42.244;-41.219;-31.283;20.317;20.317;-21.381
10780;-13.516;-57.228;39.246;25.983;-5.73;19.208;-22;59.425;-60.934;-40.255;-43.421;-30.172;19.803;19.803;-21.164
10790;-12.393;-64.684;33.89;31.999;-4.979;17.752;-32.812;59.757;-62.643;-38.266;-45.007;-29.756;19.124;19.124;-22.072
10800;-11.222;-69.891;27.926;37.76;-3.953;16.295;-45.548;59.472;-64.352;-35.371;-46.072;-29.749;19.804;19.804;-23.368
10810;-11.331;-75.52;22.092;43.658;-3.538;14.647;-58.483;59.141;-66.061;-33.716;-46.61;-29.501;21.924;21.924;-24.665
10820;-11.702;-79.615;16.919;48.386;-3.13;13.012;-71.494;58.694;-67.77;-31.251;-47.404;-28.366;25.174;25.174;-25.961
10830;-12.193;-83.611;12.314;50.411;-2.088;11.298;-85.441;58.076;-69.603;-28.648;-48.979;-26.194;28.546;28.546;-27.189
10840;-12.843;-86.272;9.837;52.512;-0.407;9.902;-101.432;58.794;-71.457;-26.686;-50.141;-24.182;32.393;32.393;-28.417
10850;-13.052;-88.532;8.455;53.644;0.652;8.706;-118.222;59.577;-71.95;-24.168;-51.225;-22.952;35.6;35.6;-29.644
10860;-13.497;-88.934;4.923;53.801;2.188;8.022;-137.772;59.879;-72.844;-21.011;-49.95;-22.578;39.843;39.843;-29.469
10870;-13.941;-90.135;1.356;54.222;3.843;7.338;-136.09;59.926;-73.738;-17.992;-48.156;-22.19;43.222;43.222;-28.564
10880;-13.523;-89.379;-1.97;55.132;5.836;7.058;-134.545;60.67;-74.632;-15.116;-45.392;-20.434;45.788;45.788;-27.659
10890;-13.105;-88.623;-6.298;56.517;6.109;7.068;-133.207;61.663;-75.774;-11.24;-42.753;-17.363;46.502;46.502;-26.686
10900;-12.825;-86.381;-10.626;58.222;6.108;7.517;-131.869;63.821;-76.916;-7.975;-39.914;-13.663;46.781;46.781;-25.712
10910;-12.559;-84.138;-14.785;60.346;6.243;7.357;-130.379;66.472;-76.458;-4.966;-35.659;-9.923;47.601;47.601;-24.618
10920;-13.07;-81.906;-18.943;61.71;6.858;7.717;-128.614;68.93;-76.4;-1.716;-31.898;-6.292;48.581;48.581;-22.792
10930;-13.506;-79.626;-22.29;63.143;7.194;7.334;-126.869;71.212;-76.342;2.057;-28.79;-4.204;48.592;48.592;-20.966
10940;-14.694;-76.967;-25.636;62.193;8.926;6.95;-125.097;73.519;-76.284;5.378;-28.174;-3.324;44.76;44.76;-19.139
10950;-15.812;-75.586;-29.047;61.263;10.469;6.212;-123.324;75.963;-76.454;9.192;-28.254;-2.513;41.152;41.152;-18.433
10960;-16.713;-73.647;-32.458;59.057;12.622;5.571;-121.297;77.04;-75.063;13.006;-27.683;-1.621;37.912;37.912;-17.908
10970;-17.724;-71.783;-35.621;55.97;13.455;3.19;-119.028;76.637;-73.673;16.738;-27.061;-1.888;35.032;35.032;-17.382
10980;-18.426;-69.658;-38.783;54.494;13.299;-0.286;-116.683;76.455;-71.363;19.914;-26.726;-2.046;33.086;33.086;-16.857
10990;-19.142;-69.728;-41.793;52.898;12.27;-3.641;-114.021;74.742;-68.942;22.621;-26.926;-3.634;31.252;31.252;-16.586
11000;-20.338;-69.509;-44.803;51.393;11.161;-6.366;-111.359;72.469;-66.521;25.327;-27.926;-5.543;29.084;29.084;-16.48
11010;-21.754;-72.498;-48.073;50.23;9.797;-7.65;-108.828;70.189;-64.073;28.095;-29.84;-7.48;26.483;26.483;-16.374
11020;-24.268;-75.528;-51.261;47.001;8.433;-9.807;-106.49;67.822;-60.545;29.65;-32.029;-7.563;23.626;23.626;-16.302
11030;-27.126;-79.239;-54.537;41.746;7.097;-12.206;-104.138;64.745;-57.017;31.64;-33.498;-7.926;20.462;20.462;-16.23
11040;-30.254;-81.563;-57.964;36.422;5.13;-15.026;-101.786;62.354;-53.968;33.63;-33.865;-7.643;17.778;17.778;-14.719
11050;-33.486;-83.047;-60.688;31.073;3.323;-17.683;-99.283;60.236;-50.92;34.508;-33.447;-6.88;13.989;13.989;-13.138
11060;-36.316;-83.95;-63.578;25.552;2.083;-19.939;-96.703;56.932;-47.872;35.848;-33.756;-4.861;9.988;9.988;-11.557
11070;-39.057;-84.134;-66.248;22.01;1.215;-21.23;-93.979;54.059;-44.741;36.469;-33.669;-3.477;4.261;4.261;-9.977
11080;-41.386;-87.652;-68.698;20.352;-0.332;-22.201;-91.09;50.691;-41.17;37.268;-33.726;-2.614;-1.506;-1.506;-8.123
11090;-43.513;-91.171;-73.588;18.284;-2.548;-23.921;-88.2;47.371;-37.599;38.066;-34.32;-1.985;-9.074;-9.074;-6.781
11100;-45.298;-94.628;-78.684;15.872;-5.523;-25.641;-85.234;42.674;-35.388;38.71;-33.192;-1.59;-14.732;-14.732;-5.439
11110;-46.721;-97.636;-82.021;12.982;-9.948;-29.254;-82.538;38.218;-33.177;38.968;-32.632;-1.41;-22.657;-22.657;-4.069
11120;-48.276;-98.007;-85.861;9.932;-14.623;-32.804;-79.897;34.099;-30.821;39.226;-32.931;-0.884;-28.833;-28.833;-3.339
11130;-51.793;-97.77;-89.701;6.982;-19.459;-36.68;-77.241;30.832;-28.465;39.648;-33.364;-2.239;-35.53;-35.53;-1.937
11140;-55.31;-97.283;-93.52;3.072;-22.377;-40.778;-74.586;26.719;-25.429;40.36;-34.357;-5.655;-40.574;-40.574;-0.534
11150;-58.796;-97.292;-97.339;-0.852;-24.448;-44.076;-72.028;22.474;-22.4;41.552;-35.673;-9.286;-45.313;-45.313;0.862
11160;-62.281;-98.036;-101.782;-6.33;-25.378;-46.35;-69.476;16.447;-20.971;41.84;-37.4;-11.646;-50.357;-50.357;2.258
11170;-64.454;-99.447;-106.225;-11.927;-26.87;-48.625;-66.903;9.942;-19.542;42.128;-39.207;-12.388;-54.899;-54.899;3.786
11180;-66.626;-100.513;-110.35;-15.439;-29.163;-50.577;-64.331;2.492;-17.823;41.977;-41.193;-12.448;-58.832;-58.832;5.266
11190;-67.647;-101.356;-114.476;-18.11;-30.868;-52.663;-61.766;-4.891;-16.105;41.902;-41.817;-11.295;-59.688;-59.688;6.746
11200;-68.668;-102.681;-117.421;-21.839;-32.219;-54.567;-59.145;-10.651;-13.466;41.508;-41.605;-10.956;-61.006;-61.006;8.226
11210;-70.897;-104.367;-120.366;-25.894;-32.451;-56.557;-56.69;-15.705;-12.388;42.239;-39.383;-10.623;-61.127;-61.127;9.811
11220;-73.27;-106.626;-121.818;-30.651;-31.926;-57.29;-54.393;-19.159;-11.309;43.114;-35.967;-9.728;-62.792;-62.792;11.123
11230;-76.858;-109.526;-123.27;-37.226;-31.582;-57.383;-52.097;-22.564;-10.23;44.27;-32.774;-8.633;-66.466;-66.466;12.434
11240;-80.701;-109.637;-123.691;-43.367;-32.71;-57.477;-49.945;-25.956;-9.028;44.825;-29.284;-5.818;-70.701;-70.701;13.712
11250;-83.463;-110.909;-124.098;-49.854;-33.993;-58.204;-47.924;-29.748;-7.825;45.379;-24.811;-3.422;-74.103;-74.103;15.229
11260;-86.419;-111.563;-124.09;-56.403;-34.276;-59.166;-46.007;-33.636;-5.622;46.134;-19.378;-1.047;-75.554;-75.554;16.481
11270;-88.455;-112.217;-124.219;-62.019;-35.258;-59.142;-44.034;-36.988;-4.499;45.39;-13.676;0.279;-73.785;-73.785;17.575
11280;-90.408;-113.037;-123.829;-65.21;-36.247;-59.931;-42.062;-39.923;-3.377;44.487;-7.445;0.404;-71.977;-71.977;18.669
11290;-91.801;-113.817;-123.232;-67.644;-36.545;-60.818;-39.814;-42.851;-2.254;43.67;-0.927;1.006;-70.372;-70.372;19.523
11300;-93.146;-114.608;-122.194;-69.465;-36.408;-61.579;-37.421;-45.709;-1.076;42.93;4.891;2.97;-69.561;-69.561;20.354
11310;-93.931;-115.303;-121.337;-70.655;-36.324;-62.341;-35.269;-47.112;-0.029;41.829;11.192;3.574;-68.07;-68.07;21.234
11320;-94.73;-116.188;-122.519;-72.766;-36.335;-63.415;-33.338;-48.57;2.858;41.414;16.025;3.812;-65.185;-65.185;22.114
11330;-94.768;-114.25;-123.363;-75.721;-36.004;-64.49;-31.407;-48.309;5.305;41.097;20.545;2.775;-61.139;-61.139;22.995
11340;-94.748;-112.207;-122.047;-79.597;-36.113;-65.806;-29.29;-47.921;7.752;40.163;24.761;2.658;-56.018;-56.018;24.534
11350;-95.065;-110.103;-120.759;-83.928;-35.93;-67.017;-27.186;-46.836;10.199;39.036;27.658;3.743;-52.317;-52.317;25.99
11360;-95.017;-108.097;-119.47;-88.101;-35.266;-67.357;-25.366;-47.03;12.797;38.309;30.661;6.429;-49.828;-49.828;27.447
11370;-94.734;-108.254;-116.23;-92.301;-34.632;-67.385;-23.545;-47.301;16.836;37.112;32.99;8.859;-48.33;-48.33;28.89
11380;-93.866;-108.487;-112.99;-94.901;-33.388;-67.288;-21.69;-47.87;20.874;35.901;35.011;11.145;-46.374;-46.374;29.652
11390;-92.84;-108.96;-109.244;-97.181;-32.646;-67.046;-19.579;-46.421;24.233;34.09;38.115;12.91;-42.55;-42.55;29.879
11400;-91.403;-109.923;-105.498;-98.165;-31.372;-67.01;-17.186;-44.875;27.592;32.608;41.106;14.931;-38.862;-38.862;30.16
11410;-89.938;-110.966;-101.178;-98.037;-31.31;-66.721;-14.759;-42.185;30.95;32.141;44.058;14.895;-35.338;-35.338;30.441
11420;-87.607;-111.026;-96.858;-97.603;-31.277;-65.97;-12.331;-39.669;34.578;31.05;47.593;13.119;-34.363;-34.363;29.803
11430;-85.407;-109.807;-90.763;-99.343;-30.695;-65.139;-9.724;-36.974;38.926;29.959;51.989;10.804;-34.094;-34.094;28.479
11440;-83.287;-108.19;-84.668;-101.348;-31.348;-63.538;-6.745;-35.006;43.273;29.018;56.305;8.28;-34.127;-34.127;27.155
11450;-81.291;-106.574;-78.753;-103.01;-31.589;-61.971;-3.628;-33.821;46.701;27.316;59.683;6.916;-33.72;-33.72;25.83
11460;-78.022;-104.681;-72.825;-104.396;-32.188;-59.077;0;-32.429;50.197;24.543;60.528;5.503;-32.338;-32.338;24.279
11470;-74.691;-103.113;-66.793;-105.721;-32.01;-56.19;0;-31.153;53.908;22.806;60.28;4.35;-28.971;-28.971;22.459
11480;-70.145;-100.439;-60.761;-107.116;-31.741;-51.633;0;-29.283;60.942;21.068;60.141;3.491;-23.712;-23.712;20.64
11490;-65.626;-97.337;-53.843;-107.644;-29.89;-47.939;0;-26.692;69.417;19.717;60.846;2.199;-20.017;-20.017;18.821
11500;-62.102;-93.095;-46.924;-108.228;-28.161;-44.699;0;-24.241;77.891;19.127;61.27;1.528;-16.881;-16.881;17.001
11510;-58.454;-87.17;-38.665;-107.375;-27.194;-42.018;0;-21.701;85.366;18.537;61.401;0.872;-15.622;-15.622;15.495
11520;-55.788;-83.05;-30.406;-105.451;-25.335;-40.786;0;-18.4;92.909;18.72;60.349;1.923;-15.713;-15.713;14.189
11530;-53.121;-78.684;-20.851;-103.372;-22.892;-36.29;0;-14.306;100.452;18.423;58.905;4.919;-14.268;-14.268;12.883
11540;-51.108;-74.401;-11.297;-101.719;-21.134;-31.793;0;-10.192;107.996;18.102;55.396;7.77;-12.854;-12.854;11.514
11550;-49.011;-68.873;-1.343;-100.185;-19.61;-25.317;0;-5.237;116.859;16.781;51.128;8.541;-10.412;-10.412;10.499
11560;-46.596;-63.345;8.61;-98.826;-19.421;-19.401;0;-0.623;125.723;15.494;46.553;7.989;-8.254;-8.254;9.604
11570;-44.194;-56.968;18.879;-97.316;-19.206;-13.786;0;4.08;132.746;13.694;43.298;7.492;-6.123;-6.123;8.909
11580;-41.297;-50.468;29.148;-93.821;-17.204;-9.85;0;6.983;139.611;13.549;40.055;8.052;-5.51;-5.51;8.214
11590;-38.566;-43.894;35.643;-88.961;-13.526;-5.814;0;9.244;146.476;13.986;36.938;8.647;-8.585;-8.585;7.433
11600;-35.835;-37.498;42.138;-82.342;-9.207;-0.753;0;11.539;153.341;14.444;33.701;9.428;-11.339;-11.339;6.274
11610;-31.983;-30.663;48.35;-75.652;-4.564;4.059;0;14.874;160.046;13.382;30.771;9.768;-12.634;-12.634;5.116
11620;-27.974;-23.313;53.083;-67.883;0.039;8.721;0;17.541;165.31;13.052;29.226;10.516;-12.786;-12.786;3.957
11630;-21.844;-15.949;57.815;-61.523;4.48;14.783;0;20.247;170.575;11.123;27.659;11.943;-12.822;-12.822;2.819
11640;-15.721;-7.186;63.508;-54.88;9.061;20.404;0;21.436;175.923;9.193;24.732;14.45;-13.55;-13.55;1.914
11650;-9.159;1.577;69.11;-49.401;13.041;25.825;0;22.508;181.27;7.023;21.796;17.08;-15.011;-15.011;0.49
11660;-2.789;12.588;75.273;-43.861;16.51;30.676;0;24.019;186.618;4.254;20.306;19.28;-16.428;-16.428;-0.956
11670;2.095;23.599;81.47;-38.906;19.348;34.247;0;25.556;191.486;2.135;18.417;20.491;-16.44;-16.44;-2.401
11680;6.841;33.377;85.708;-34.09;22.705;37.839;0;27.051;195.633;-0.583;18.138;21.737;-15.526;-15.526;-3.175
11690;12.628;42.407;90.435;-28.393;25.879;40.96;0;29.546;199.781;-3.212;18.967;22.622;-14.057;-14.057;-4.298
11700;18.248;49.786;96.921;-21.554;28.807;44.081;0;31.966;204.163;-4.901;20.556;23.092;-11.988;-11.988;-5.421
11710;24.788;53.67;103.153;-12.574;31.201;46.981;0;34.399;208.545;-6.724;23.063;23.583;-10.514;-10.514;-6.543
11720;31.32;57.417;107.865;-2.966;33.669;48.36;0;35.872;212.087;-9.348;25.979;23.717;-9.561;-9.561;-7.112
11730;38.89;58.822;112.514;6.254;35.894;49.091;0;37.869;215.629;-12.199;28.636;22.652;-8.575;-8.575;-7.64
11740;46.459;60.228;116.421;14.703;38.222;52.182;0;39.901;217.731;-13.25;30.352;22.084;-6.443;-6.443;-8.168
11750;53.935;63.07;120.327;24.593;39.775;55.446;0;43.412;219.833;-15.123;32.563;20.436;-2.068;-2.068;-8.69
11760;61.335;65.913;123.215;33.723;41.207;58.985;0;47.497;222.211;-16.076;34.981;19.418;3.148;3.148;-9.211
11770;68.408;69.292;126.172;42.873;42.201;62.607;0;50.861;224.589;-16.988;38.479;17.76;5.397;5.397;-9.641
11780;75.364;72.952;126.749;51.423;42.585;64.001;0;53.757;225.287;-17.343;41.524;15.328;6.083;6.083;-10.03
11790;80.608;78.152;127.47;59.829;42.476;66.772;0;56.061;225.985;-18.299;44.833;12.321;6.087;6.087;-10.419
11800;85.894;84.077;126.188;68.314;41.579;67.64;0;57.724;225.363;-18.324;48.646;8.901;7.371;7.371;-10.808
11810;91.828;90.072;124.988;76.538;41.894;67.948;0;58.658;225.01;-19.309;51.178;6.96;8.124;8.124;-11.31
11820;98.601;92.574;126.395;85.121;42.295;68.055;0;59.426;224.657;-20.37;53.4;4.716;8.499;8.499;-10.692
11830;104.684;95.076;127.822;92.71;42.403;68.114;0;61.914;224.303;-23.079;56.123;2.112;8.874;8.874;-10.074
11840;110.96;92.24;130.825;97.779;41.521;68.277;0;65.884;223.23;-25.906;59.086;-2.241;11.76;11.76;-9.519
11850;117.174;89.404;133.658;100.978;41.418;69.237;0;69.792;222.157;-28.734;62.526;-6.512;13.265;13.265;-8.564
11860;121.403;88.17;136.415;103.657;41.114;71.371;0;73.899;221.244;-30.034;65.115;-11.287;15.13;15.13;-7.93
11870;125.639;86.215;140.055;105.174;39.728;73.914;0;78.49;220.517;-30.375;67.324;-17.121;18.503;18.503;-7.295
11880;127.2;86.261;143.661;106.319;38.239;75.063;0;82.942;219.79;-29.137;69.261;-22.846;21.823;21.823;-6.73
11890;128.713;84.458;145.364;107.783;36.789;76.337;0;87.394;219.063;-27.938;71.817;-29.21;25.879;25.879;-6.123
11900;129.946;82.8;147.074;108.952;35.658;76.337;0;92.185;218.017;-26.794;73.48;-35.052;29.534;29.534;-5.796
11910;131.255;79.513;146.079;111.8;34.651;76.357;0;95.996;216.97;-24.989;73.992;-39.69;32.759;32.759;-5.476
11920;133.313;76.35;145.207;114.639;34.084;76.801;0;100.767;216.403;-24.116;73.418;-42.658;35.474;35.474;-5.156
11930;135.268;73.768;144.657;117.532;34.679;77.259;0;104.626;215.912;-22.636;71.579;-45.792;38.654;38.654;-4.836
11940;136.175;71.186;144.051;119.851;35.574;77.497;0;107.886;215.421;-20.596;68.603;-49.119;41.087;41.087;-4.25
11950;137.083;68.119;141.84;123.738;36.218;76.88;0;109.768;214.93;-18.487;65.057;-52.444;43.288;43.288;-3.183
11960;136.034;67.651;139.629;125.517;35.997;75.418;0;111.706;213.559;-16.367;60.164;-55.728;44.21;44.21;-2.117
11970;134.952;68.386;136.597;127.491;35.766;75.309;0;114.924;213.028;-14.76;55.27;-59.092;43.961;43.961;-0.934
11980;132.412;72.481;133.566;128.389;35.946;75.2;0;118.71;212.497;-13.153;50.679;-62.343;43.418;43.418;0.327
11990;129.956;76.666;130.181;129.232;37.171;74.763;0;122.379;212.083;-13.374;47.07;-65.691;41.168;41.168;2.148
12000;128.164;79.659;126.796;127.717;39.163;75.663;0;124.728;211.669;-12.954;43.11;-69.316;37.759;37.759;4.044
12010;126.428;82.528;123.566;125.61;42.101;76.999;0;126.966;211.255;-13.717;38.817;-72.652;33.688;33.688;5.941
12020;125.327;85.463;120.335;124.652;45.572;77.872;0;129.106;209.281;-13.88;34.069;-75.713;32.903;32.903;7.836
12030;124.226;88.399;116.367;124.975;47.01;78.844;0;130.527;208.988;-13.753;29.055;-76.814;30.851;30.851;9.265
12040;123.75;89.981;112.399;124.586;49.374;77.583;0;132.728;208.694;-13.033;24.514;-75.597;29.145;29.145;10.694
12050;123.185;88.923;105.018;124.306;52.255;76.323;0;135.226;208.559;-13.399;19.723;-74.519;25.404;25.404;12.123
12060;120.506;90.164;97.637;123.346;54.383;75.908;0;137.884;208.423;-12.639;15.381;-72.134;23.223;23.223;13.51
12070;116.579;95.606;86.777;121.858;55.554;75.532;0;139.932;207.048;-13.239;10.31;-70.817;19.31;19.31;12.764
12080;112.418;100.806;75.916;120.37;55.054;76.374;0;129.741;186.393;-13.763;4.555;-68.326;15.101;15.101;12.018
12090;108.025;108.086;64.437;121.364;53.731;76.655;0;118.425;166.458;-14.223;-1.892;-66.364;10.502;10.502;11.106
12100;103.687;115.021;53.039;122.31;50.648;75.486;0;106.978;146.523;-14.636;-9.044;-64.348;7.143;7.143;10.194
12110;99.069;116.152;42.332;123.337;47.738;71.639;0;95.251;126.76;-15.048;-15.797;-62.451;3.612;3.612;9.468
12120;92.172;117.283;31.106;124.113;46.243;68.026;0;83.517;106.997;-15.85;-22.396;-60.786;-1.698;-1.698;8.934
12130;85.723;115.392;20.458;123.53;45.388;62.681;0;71.735;87.234;-16.651;-28.87;-59.377;-7.741;-7.741;8.4
12140;77.977;113.741;10.97;121.309;44.794;57.337;0;59.993;67.472;-17.454;-34.927;-56.163;-14.367;-14.367;8.226
12150;69.479;112.174;1.128;118.833;42.826;53.459;0;47.817;48.029;-18.257;-38.783;-53.001;-20.419;-20.419;8.942
12160;60.981;111.167;-6.753;115.441;41.018;49.582;0;35.702;28.586;-19.432;-40.77;-48.668;-26.472;-26.472;9.658
12170;52.348;110.475;-16.284;111.974;39.29;46.596;0;23.268;9.461;-19.557;-41.988;-44.974;-31.028;-31.028;9.214
12180;43.673;108.262;-26.197;108.674;37.21;43.37;0;11.71;-9.665;-20.21;-42.605;-41.018;-36.074;-36.074;8.701
12190;35.502;106.001;-34.953;104.713;35.054;40.143;0;0.174;-28.79;-21.512;-43.738;-36.903;-39.941;-39.941;8.208
12200;27.217;105.862;-44.019;99.232;33.17;36.91;0;-10.723;-47.916;-22.879;-44.225;-32.932;-43.768;-43.768;6.876
12210;19.863;105.716;-51.445;92.92;31.939;33.463;0;-21.785;-66.161;-24.246;-43.368;-28.734;-47.137;-47.137;5.406
12220;12.63;104.175;-56.848;86.366;30.716;29.703;0;-33.567;-84.159;-24.989;-42.331;-23.458;-48.879;-48.879;3.935
12230;6.258;100.714;-62.411;81.479;28.029;25.943;0;-45.236;-102.156;-25.726;-40.865;-17.659;-51.061;-51.061;2.345
12240;-0.074;96.073;-68.197;77.154;23.33;21.886;0;-56.67;-120.153;-26.462;-40.334;-11.534;-51.833;-51.833;0.119
12250;-6.759;90.752;-74.223;74.044;18.734;16.628;0;-67.545;-138.15;-27.686;-39.483;-4.968;-51.865;-51.865;-2.142
12260;-13.546;83.237;-80.916;70.808;13.606;11.531;0;-78.797;-156.148;-28.909;-39.27;0.428;-51.91;-51.91;-4.283
12270;-20.441;76.243;-87.328;66.498;8.916;7.097;0;-90.174;-172.585;-30.738;-38.528;5.851;-52.863;-52.863;-6.423
12280;-27.568;68.375;-92.306;61.028;6.137;2.25;0;-100.51;-188.898;-32.567;-39.186;8.914;-52.542;-52.542;-8.146
12290;-33.473;59.306;-98.004;55.828;3.113;-1.666;0;-111.076;-205.211;-34.95;-40.84;10.732;-52.79;-52.79;-9.469
12300;-38.698;49.982;-99.626;49.356;-0.062;-5.499;0;-121.497;-221.524;-36.572;-42.305;13.372;-52.408;-52.408;-10.792
12310;-42.673;37.594;-101.528;42.942;-2.443;-9.07;0;-131.277;-237.837;-37.964;-42.447;14.811;-54.353;-54.353;-12.025
12320;-46.248;23.327;-101.684;36.545;-4.352;-12.681;0;-140.269;-252.91;-37.858;-43.465;17.956;-54.636;-54.636;-11.908
12330;-50.702;9.206;-101.48;30.596;-5.753;-17.012;0;-137.834;-248.703;-36.658;-44.517;20.983;-53.719;-53.719;-11.79
12340;-55.523;-2.436;-100.354;24.981;-6.726;-20.949;0;-135.4;-244.248;-35.458;-45.657;23.771;-52.64;-52.64;-11.639
12350;-60.705;-13.363;-99.229;19.366;-7.097;-26.699;0;-133.09;-239.793;-34.212;-47.109;27.041;-49.218;-49.218;-11.527
12360;-64.789;-21.25;-98.423;13.794;-8.339;-31.188;0;-130.779;-235.338;-32.967;-48.266;29.752;-45.48;-45.48;-11.335
12370;-66.615;-27.967;-98.018;8.223;-9.832;-36.032;0;-128.345;-230.883;-32.801;-49.978;32.808;-40.85;-40.85;-11.012
12380;-67.603;-33.772;-97.846;2.604;-12.225;-38.797;0;-125.855;-226.428;-32.663;-51.05;36.52;-35.197;-35.197;-10.93
