timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;41: wc-1-.1;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
6850;19.222;20.276;-36.617;3.726;28.484;26.797;-20.462;43.483;-23.201;-39.908;-44.746;-57.086;-34.655;-72.881;-155.379
6860;22.484;29.564;-30.801;13.09;28.892;26.491;-12.412;49.299;-18.159;-34.476;-42.925;-53.124;-35.681;-73.13;-150.326
6870;26.014;37.332;-26.986;23.705;29.408;26.994;-6.755;53.505;-13.926;-29.418;-41.145;-49.003;-36.708;-73.378;-144.61
6880;29.688;44.899;-24.394;30.872;30.021;27.512;-0.774;57.839;-9.724;-24.603;-39.268;-45.541;-37.734;-73.626;-138.894
6890;33.153;51.226;-21.77;39.716;30.352;28.694;3.24;59.852;-5.626;-19.946;-38.392;-42.971;-38.65;-73.874;-131.619
6900;35.999;56.087;-19.17;44.57;32.033;30.154;6.386;60.215;-1.142;-14.978;-37.516;-41.921;-39.565;-74.123;-124.345
6910;37.63;60.388;-16.589;50.236;33.706;32.246;9.472;60.326;3.566;-11;-36.899;-41.514;-40.481;-74.702;-114.63
6920;38.062;63.64;-14.288;55.382;35.379;34.516;12.651;61.516;8.691;-7.985;-36.221;-41.287;-41.397;-75.252;-104.688
6930;38.487;67.154;-11.863;61.492;35.601;36.766;15.59;62.021;14.316;-5.721;-36.229;-41.226;-42.353;-75.083;-94.746
6940;36.552;69.581;-8.531;64.549;35.823;37.669;18.676;61.608;19.892;-3.462;-37.437;-41.389;-42.109;-74.913;-82.364
6950;34.844;72.021;-4.178;66.406;35.177;37.641;21.981;60.498;25.603;-0.53;-38.425;-40.89;-41.865;-74.743;-69.934
6960;32.337;74.005;1.817;67.017;34.523;37.644;25.265;58.345;30.981;2.954;-40.315;-39.983;-42.283;-74.574;-57.303
6970;29.875;74.728;8.17;64.521;33.389;38.086;28.349;56.463;36.084;6.63;-41.977;-38.217;-42.949;-74.404;-44.859
6980;27.212;74.644;16.083;63.279;32.339;38.492;30.746;54.476;40.564;9.946;-44.273;-35.995;-43.615;-74.545;-32.415
6990;24.458;73.892;24.243;63.241;31.09;39.527;32.829;52.779;45.028;12.534;-46.397;-34.159;-44.281;-74.548;-19.971
7000;21.343;72.334;32.382;64.033;31.159;40.745;35.317;51.165;49.032;14.563;-48.52;-32.625;-44.948;-71.59;-6.995
7010;18.701;71.819;39.219;63.343;31.124;42.102;38.178;49.171;51.959;16.195;-51.506;-32.182;-45.374;-68.633;6.342
7020;16.098;70.766;45.95;61.832;32.154;43.417;40.684;46.523;54.903;17.448;-53.484;-31.912;-44.88;-65.676;19.299
7030;13.986;70.112;52.161;59.223;33.192;44.396;44.022;44.49;58.455;18.637;-54.942;-31.88;-44.386;-62.719;32.257
7040;12.514;68.166;58.854;56.899;33.81;44.717;48.61;42.799;62.021;19.95;-56.448;-31.777;-43.892;-59.527;45.214
7050;11.199;66.53;62.492;56.803;34.414;44.888;53.112;41.331;65.397;21.429;-57.737;-31.571;-43.674;-56.535;55.222
7060;9.923;63.25;65.208;56.921;34.212;45.259;57.633;39.414;68.274;23.017;-59.177;-30.691;-43.457;-51.783;65.23
7070;8.557;60.93;67.724;57.528;33.811;45.924;63.143;37.055;71.019;24.986;-60.121;-29.4;-43.804;-47.032;75.599
7080;7.399;58.465;70.68;57.59;33.175;46.688;69.414;34.523;73.593;27.713;-61.266;-27.233;-44.152;-42.28;85.484
7090;6.346;56.505;71.454;60.058;31.619;46.732;77.429;31.719;76.145;30.382;-62.117;-23.866;-44.259;-37.528;95.37
7100;5.487;54.49;71.988;64.026;30.05;46.236;85.909;29.448;78.297;33.081;-62.353;-21.219;-43.647;-32.777;100.295
7110;4.441;52.483;71.141;69.428;29.08;45.342;94.083;28.43;80.486;35.912;-62.589;-18.109;-43.034;-27.881;105.221
7120;3.979;49.83;71.655;73.309;28.041;43.841;101.204;27.45;83.21;38.659;-62.371;-15.131;-42.422;-22.986;109.946
7130;3.469;47.648;73.854;76.538;27.222;41.432;107.763;26.23;85.699;41.401;-62.139;-11.553;-41.782;-17.56;114.955
7140;3.223;44.968;75.742;75.706;26.354;37.152;114.414;25.535;88.193;44.338;-60.348;-6.422;-41.142;-12.134;119.963
7150;3.549;44.217;78.226;76.843;24.462;31.903;121.203;26.222;89.919;47.025;-58.377;-0.375;-40.502;-6.708;124.971
7160;3.859;42.983;79.159;75.218;21.768;25.477;128.979;26.41;91.866;50.099;-56.127;5.516;-39.862;-1.281;127.539
7170;5.315;42.723;80.012;73.479;18.85;18.476;136.643;27.28;93.685;53.388;-55.046;10.474;-39.095;4.145;130.028
7180;7.766;42.392;79.026;69.789;16.062;10.754;144.621;28.499;94.706;56.265;-53.25;14.807;-38.288;9.341;132.095
7190;11.233;42.499;76.847;66.219;13.274;2.734;151.71;29.652;95.866;58.901;-51.321;17.741;-37.481;15.177;134.163
7200;15.541;43.115;73.586;63.995;11.065;-3.834;158.254;31.946;96.219;61.354;-49.338;20.047;-36.426;21.012;136.23
7210;20.048;43.75;69.781;61.181;8.855;-8.589;163.697;34.361;96.212;63.188;-47.408;21.455;-35.371;27.069;138.27
7220;24.436;45.386;67.197;61.132;7.284;-13.07;167.625;36.759;95.837;64.701;-45.327;22.025;-34.316;33.125;140.31
7230;29.037;46.905;66.767;61.487;5.741;-16.262;172.149;39.538;94.95;65.743;-43.843;22.033;-33.261;39.182;141.775
7240;33.559;49.063;66.356;61.314;4.876;-18.57;175.127;42.342;94.218;66.556;-42.324;22.92;-32.206;45.239;143.24
7250;37.331;51.183;67.425;59.548;3.214;-21.298;176.041;45.099;93.513;67.425;-41.125;25.026;-30.31;48.383;144.705
7260;40.783;52.383;68.451;57.948;0.658;-24.295;175.993;48.327;93.447;68.361;-39.852;27.806;-28.655;51.808;145.81
7270;43.995;53.934;67.934;56.31;-2.243;-27.292;174.898;52.279;93.574;69.77;-38.772;30.785;-26.793;55.233;146.914
7280;46.846;55.284;67.237;55.68;-5.113;-29.898;172.292;56.866;93.345;70.917;-36.932;34.161;-24.89;58.658;146.301
7290;49.884;56.626;66.11;57.007;-7.663;-31.775;168.606;62.032;92.243;71.774;-35.299;37.334;-22.986;61.903;145.687
7300;52.843;57.768;66.481;57.982;-10.234;-33.444;163.146;67.466;91.154;71.779;-33.886;41.066;-21.083;65.149;145.073
7310;56.43;57.989;66.092;58.415;-13.086;-35.269;155.07;73.225;89.575;71.698;-32.575;44.012;-19.179;66.634;144.459
7320;60.018;57.25;66.828;58.808;-15.819;-37.046;146.306;79.378;88.215;71.407;-31.037;48.11;-17.276;67.672;143.486
7330;64.583;55.836;65.723;57.57;-18.71;-39.233;136.309;85.732;87.048;70.988;-28.396;52.033;-14.892;68.549;140.466
7340;68.692;53.942;65.923;52.814;-20.876;-40.941;123.743;91.793;85.786;70.003;-25.964;54.528;-12.728;69.426;137.447
7350;73.081;51.563;66.281;48.458;-22.952;-42.372;110.938;97.513;84.517;68.84;-23.033;56.926;-10.564;70.303;134.428
7360;77.208;49.183;67.182;42.662;-24.788;-43.657;97.528;102.557;83.232;68.011;-19.812;58.818;-8.4;71.181;131.56
7370;80.455;46.77;67.397;37.025;-26.319;-44.487;84.194;106.691;81.51;67.483;-15.93;60.49;-6.236;71.989;128.892
7380;83.316;44.383;67.021;29.81;-27.73;-44.342;71.08;110.12;79.127;66.85;-12.061;60.967;-3.803;72.439;126.294
7390;85.857;42.357;66.404;25.074;-29.168;-43.359;57.806;112.811;76.703;65.977;-8.072;61.094;-1.37;72.928;123.415
7400;87.604;41.074;65.679;19.044;-30.553;-41.651;44.315;114.223;74.108;65.553;-3.979;60.541;1.063;73.418;120.537
7410;89.098;40.252;67.153;16.174;-32;-39.737;29.876;116.608;71.406;65.328;0.858;60.713;2.684;73.908;117.658
7420;90.252;41.45;68.772;13.828;-33.731;-37.097;14.877;117.799;68.637;65.651;7.924;61.859;3.785;74.397;114.859
7430;90.521;42.441;72.672;12.999;-34.691;-33.324;-0.659;118.474;66.095;66.654;14.977;63.37;4.885;74.887;112.109
7440;90.85;43.619;74.663;12.05;-36.062;-29.419;-15.337;117.961;63.448;67.817;23.663;66.32;5.986;74.737;109.815
7450;90.448;44.131;76.743;10.458;-37.005;-27.263;-29.755;115.848;60.967;68.545;32.35;68.486;7.087;74.503;107.521
7460;89.927;43.236;76.223;10.084;-38.315;-26.575;-42.288;113.69;58.166;69.512;40.996;71.319;7.925;75.19;105.228
7470;89.315;42.803;74.419;10.244;-40.19;-26.639;-52.639;111.327;55.888;70.057;49.614;74.592;8.764;75.877;102.934
7480;87.862;40.258;69.455;12.487;-42.066;-28.065;-63.81;108.305;54.601;70.622;57.312;77.862;9.444;76.564;100.76
7490;86.313;37.927;64.76;13.299;-44.326;-29.455;-73.153;106.683;53.828;71.315;63.988;79.972;9.484;77.251;98.55
7500;85.324;33.044;56.905;15.215;-46.585;-29.808;-80.632;105.159;53.04;72.407;71.143;80.972;8.684;77.938;96.341
7510;84.459;28.258;47.695;14.084;-47.348;-29.586;-87.879;103.508;51.64;73.646;78.836;81.404;7.884;78.345;93.69
7520;84.194;22.639;40.183;13.073;-48.11;-29.149;-93.592;101.497;49.887;74.746;86.487;81.636;7.084;79.484;91.039
7530;83.523;15.499;32.339;11.916;-48.432;-28.565;-98.943;98.622;48.552;75.429;94.081;81.763;6.284;80.706;90.148
7540;83.139;8.417;24.996;10.221;-48.793;-28.543;-103.815;96.153;48.135;75.728;101.931;82.43;5.277;81.928;88.836
7550;81.57;0.881;15.359;7.326;-48.538;-28.819;-106.377;93.679;47.668;76.297;108.214;82.388;4.27;83.15;87.244
7560;79.378;-5.705;5.446;5.622;-46.723;-28.77;-106.185;91.004;47.312;76.379;114.738;82.236;2.932;84.372;85.652
7570;77.185;-12.124;-5.724;4.719;-44.894;-28.79;-105.993;87.564;47.197;76.141;118.745;80.532;3.034;85.594;84.061
7580;73.986;-17.966;-17.157;6.095;-42.332;-28.011;-104.497;82.382;47.354;75.477;121.677;78.197;2.657;87.046;84.115
7590;71.388;-23.723;-27.437;5.207;-39.764;-27.428;-102.226;77.746;47.36;75.943;124.61;75.851;2.279;87.697;84.168
7600;68.543;-29.022;-37.597;4.188;-38.119;-26.474;-100.046;72.451;46.788;76.45;127.007;73.513;1.901;88.348;82.034
7610;64.819;-35.145;-46.388;4.126;-36.363;-25.583;-97.308;66.15;46.208;77.156;129.363;72.103;1.523;89.061;79.901
7620;61.295;-40.657;-53.738;3.539;-35.697;-24.659;-93.855;60.295;45.295;77.539;130.879;71.956;0.986;89.774;77.767
7630;56.011;-47.315;-60.833;4.521;-35.28;-24.181;-90.403;53.743;44.341;77.589;132.167;72.582;0.277;90.487;75.633
7640;50.196;-53.71;-68.088;1.945;-34.956;-24.204;-86.76;46.219;42.851;76.821;133.495;73.148;-0.432;91.16;73.779
7650;43.861;-61.372;-72.261;-4.681;-34.632;-25.061;-83.342;37.833;40.724;75.161;134.546;73.957;0.459;89.617;68.32
7660;37.243;-68.772;-76.674;-12.561;-34.197;-25.952;-79.897;28.474;38.621;73.31;134.919;74.246;2.19;88.073;62.474
7670;30.985;-78.123;-80.488;-23.375;-33.288;-27.592;-76.836;17.923;35.909;70.964;133.972;73.691;3.921;86.53;56.629
7680;23.706;-87.593;-84.839;-35.789;-32.091;-29.512;-74.226;7.07;32.779;68.298;133.137;72.938;5.652;84.986;50.783
7690;16.389;-97.291;-90.029;-48.639;-30.352;-31.276;-71.81;-2.455;29.208;65.193;131.49;72.025;7.383;83.726;44.378
7700;8.283;-106.669;-95.385;-61.949;-28.677;-31.989;-70.672;-10.91;25.128;61.95;130.875;72.193;8.68;82.465;38.828
7710;0.331;-114.674;-98.541;-74.517;-26.748;-31.995;-69.594;-19.512;21.33;58.607;130.332;73.601;9.977;80.312;33.277
7720;-8.221;-121.679;-101.648;-86.727;-24.418;-31.228;-68.397;-26.166;17.297;54.943;130.317;74.964;11.273;78.159;27.727
7730;-15.946;-126.619;-102.618;-98.577;-22.088;-28.69;-66.552;-32.243;12.974;51.041;130.782;76.447;12.41;72.926;18.146
7740;-23.352;-130.677;-103.394;-108.848;-19.698;-25.072;-64.807;-36.72;8.119;47.137;131.669;77.051;14.186;67.692;8.326
7750;-30.63;-132.579;-103.179;-117.48;-17.094;-21.328;-62.622;-40.458;3.588;42.658;130.97;77.469;15.963;62.459;-1.495
7760;-36.429;-134.138;-101.182;-120.032;-14.549;-17.565;-60.909;-43.814;-0.723;37.993;127.681;77.687;17.739;57.226;-10.895
7770;-42.69;-135.869;-100.815;-122.673;-12.004;-13.879;-59.703;-46.738;-4.778;33.28;124.269;78.011;19.116;51.64;-20.295
7780;-47.83;-135.385;-99.64;-123.046;-9.807;-10.25;-58.663;-48.771;-9.523;29.214;117.123;78.406;20.486;46.178;-29.695
7790;-53.212;-134.983;-96.961;-124.458;-7.61;-6.135;-57.916;-50.527;-14.883;25.331;108.148;78.375;21.855;40.716;-39.095
7800;-57.394;-133.53;-94.163;-126.972;-6.052;-1.571;-57.382;-52.597;-20.531;21.582;100.458;78.531;21.785;35.254;-48.215
7810;-62.349;-132.076;-88.204;-130.748;-5.255;2.972;-57.13;-54.108;-26.034;18.178;92.91;77.647;21.714;28.512;-58.266
7820;-67.33;-131.272;-82.713;-137.941;-4.258;7.343;-56.87;-54.11;-32.058;15.102;86.717;75.715;20.204;21.77;-68.317
7830;-74.61;-130.108;-76.062;-144.872;-3.581;11.314;-56.575;-52.297;-38.414;11.654;79.851;73.872;18.694;15.028;-78.368
7840;-82.476;-129.145;-69.315;-150.443;-2.712;14.91;-56.617;-50.669;-44.977;7.29;71.825;71.044;16.914;9.086;-88.419
7850;-90.262;-128.342;-62.127;-154.433;-0.851;18.039;-56.761;-48.549;-51.406;3.396;62.796;68.079;15.135;3.833;-96.31
7860;-97.003;-126.661;-53.251;-159.326;1.014;20.866;-57.56;-46.153;-57.828;-0.655;53.332;63.316;13.397;-1.419;-104.139
7870;-104.183;-124.342;-45.095;-162.498;3.788;23.269;-58.978;-43.93;-63.964;-5.112;43.629;57.512;10.459;-6.672;-111.968
7880;-109.452;-120.829;-35.899;-165.774;6.599;25.503;-60.182;-41.026;-69.857;-9.228;34.001;50.859;7.521;-11.924;-120.345
7890;-114.801;-117.207;-25.862;-166.137;9.481;28.018;-61.709;-38.754;-75.228;-13.051;24.52;43.359;4.583;-16.137;-128.721
7900;-119.12;-112.91;-15.785;-161.458;11.99;30.738;-63.196;-37.491;-80.014;-15.666;15.447;36.225;0.045;-18.029;-132.858
7910;-122.999;-108.081;-5.68;-156.217;14.41;33.371;-64.731;-36.228;-84.821;-18.862;6.415;28.492;-4.775;-19.618;-136.995
7920;-126.967;-103.087;1.785;-147.579;16.382;35.617;-64.77;-35.48;-89.087;-22.517;-1.207;21.437;-9.596;-21.207;-141.069
7930;-129.735;-97.183;9.298;-138.486;18.08;37.363;-63.564;-35.319;-92.801;-25.749;-7.109;13.714;-14.417;-22.913;-145.143
7940;-131.583;-91.197;16.377;-129.414;18.721;39.109;-62.368;-35.337;-95.286;-29.546;-13.257;5.934;-19.316;-24.619;-149.218
7950;-132.312;-84.535;23.703;-120.342;19.469;40.421;-60.27;-36.314;-97;-33.257;-19.087;-1.847;-24.215;-26.326;-153.292
7960;-131.458;-77.873;31.961;-112.95;20.175;40.872;-58.681;-38.323;-98.68;-36.807;-25.041;-10.668;-29.115;-28.032;-158.571
7970;-129.921;-71.513;40.247;-105.559;20.186;41.309;-57.644;-41.732;-100.356;-40.052;-32.792;-19.312;-34.014;-29.338;-163.884
7980;-127.305;-65.153;47.768;-97.701;20.239;40.12;-57.24;-45.101;-102.17;-43.374;-42.022;-28.812;-38.753;-27.564;-165.277
7990;-124.788;-59.738;54.807;-90.27;20.102;37.948;-57.065;-50.291;-103.826;-46.506;-51.446;-37.646;-43.492;-25.79;-166.67
8000;-122.31;-53.763;60.607;-82.761;19.993;35.527;-57.712;-55.619;-105.422;-49.661;-60.674;-46.479;-48.232;-24.017;-168.063
8010;-121.21;-48.117;66.014;-79.251;19.935;33.672;-57.48;-60.968;-107.025;-53.428;-67.266;-54.44;-53.131;-22.498;-169.457
8020;-120.229;-42.352;71.141;-76.81;19.829;32.097;-57.145;-66.142;-108.857;-58.381;-74.292;-62.625;-57.941;-20.979;-170.863
8030;-119.823;-37.219;76.364;-76.574;18.404;30.356;-57.062;-71.956;-110.749;-64.381;-77.559;-70.85;-62.75;-19.461;-172.633
8040;-119.298;-32.228;80.268;-76.317;16.979;28.574;-57.214;-78.23;-112.764;-70.124;-79.506;-79.145;-67.56;-17.832;-174.403
8050;-118.759;-28.119;84.232;-74.251;15.135;27.257;-57.245;-84.436;-114.581;-76.297;-81.385;-87.44;-70.93;-16.803;-176.172
8060;-117.419;-24.08;85.036;-72.275;13.291;26.16;-57.345;-90.953;-116.276;-83.17;-84.115;-94.594;-73.72;-14.494;-176.942
8070;-115.629;-20.076;85.272;-67.153;12.374;25.632;-58.262;-98.183;-117.506;-90.462;-86.724;-100.425;-76.51;-12.185;-177.712
8080;-111.719;-16.636;84.694;-62.032;11.457;25.75;-59.539;-105.877;-118.948;-97.251;-88.924;-106.338;-78.381;-9.876;-178.502
8090;-107.011;-13.196;82.716;-55.524;11.401;25.917;-60.607;-113.743;-120.121;-103.53;-89.884;-111.172;-80.251;-7.877;-179.292
8100;-102.501;-9.841;80.164;-50.342;11.346;26.098;-61.647;-121.156;-120.423;-110.389;-91.079;-115.84;-81.977;-5.879;-180.083
8110;-97.71;-6.487;73.892;-44;11.454;26.469;-61.72;-127.972;-119.819;-116.702;-92.739;-118.599;-83.702;-3.832;-178.155
8120;-92.411;-1.891;67.021;-38.495;11.561;26.902;-61.572;-134.844;-119.101;-121.181;-94.44;-121.323;-84.228;-1.785;-176.226
8130;-87.072;2.705;57.789;-31.31;11.879;27.894;-61.556;-140.745;-117.943;-124.108;-96.106;-121.8;-84.326;-0.218;-174.281
8140;-81.604;7.709;48.709;-21.677;12.203;29.548;-61.309;-145.411;-116.586;-125.549;-98.327;-121.575;-84.423;0.309;-172.337
8150;-76.217;14.873;38.767;-11.837;12.826;31.167;-61.677;-148.759;-114.586;-127.799;-100.832;-120.607;-84.521;0.836;-170.392
8160;-71.145;21.132;28.97;-0.766;13.312;33.643;-62.433;-152.037;-111.361;-128.487;-103.274;-119.012;-82.699;1.363;-168.447
8170;-65.833;28.512;24.265;10.299;14.206;37.411;-63.858;-154.098;-108.125;-128.01;-105.899;-117.457;-80.877;1.786;-166.502
8180;-60.411;34.895;19.001;19.93;15.023;41.477;-65.759;-154.974;-103.383;-127.16;-109.563;-115.29;-78.972;2.182;-161.077
8190;-55.709;41.643;18.269;30.659;16.782;45.905;-67.229;-155.926;-98.309;-125.395;-113.343;-112.843;-76.948;2.578;-155.652
8200;-51.061;47.415;17.102;39.898;18.541;50.794;-68.345;-155.847;-93.003;-123.301;-118.025;-110.917;-75.288;2.974;-150.228
8210;-47.732;54.194;12.943;49.949;19.659;55.724;-69.44;-154.592;-87.04;-121.353;-122.466;-108.796;-73.629;3.01;-143.923
8220;-43.519;59.971;9.012;59.36;21.206;60.812;-70.335;-152.76;-80.768;-118.637;-125.404;-107.069;-71.97;2.646;-137.618
8230;-40.385;65.854;3.361;66.01;22.174;65.657;-70.59;-151.142;-73.218;-115.066;-125.902;-104.662;-69.31;2.281;-131.313
8240;-34.811;71.737;-2.248;72.659;23.01;69.909;-71.052;-149.084;-65.382;-110.875;-126.476;-101.735;-66.651;1.924;-125.057
8250;-29.397;75.895;-7.458;76.626;23.914;74.127;-71.636;-146.891;-57.843;-105.101;-124.301;-98.555;-63.992;1.588;-118.8
8260;-22.383;80.054;-12.913;80.807;24.029;77.135;-73.239;-144.746;-50.108;-98.331;-120.31;-95.477;-61.317;1.251;-110.103
8270;-15.263;83.993;-16.354;84.819;24.068;80.154;-74.578;-141.866;-42.149;-90;-116.051;-92.2;-58.967;0.914;-101.407
8280;-9.183;87.932;-17.76;89.308;24.421;83.188;-75.534;-139.138;-33.044;-81.206;-112.305;-89.061;-56.617;0.578;-92.43
8290;-2.975;92.017;-19.156;92.068;24.691;86.177;-75.571;-137.28;-23.545;-72.531;-109.244;-85.921;-54.266;-1.399;-83.357
8300;1.313;96.101;-18.792;93.596;24.746;88.181;-74.84;-135.739;-14.141;-63.662;-106.059;-83.566;-50.116;-2.775;-74.284
8310;5.684;99.959;-18.593;93.701;24.732;90.268;-73.945;-133.999;-5.27;-54.574;-103.251;-81.622;-45.966;-3.993;-65.211
8320;9.535;103.577;-19.074;92.2;23.619;91.057;-72.832;-131.848;3.566;-45.108;-100.683;-79.719;-41.815;-5.211;-56.138
8330;13.37;107.102;-19.528;90.975;22.506;90.592;-70.96;-129.001;12.342;-35.914;-98.501;-77.691;-38.585;-6.808;-46.004
8340;16.524;110.21;-19.702;91.721;20.426;90.106;-68.441;-126.154;20.981;-27.513;-95.057;-75.739;-35.506;-8.406;-35.829
8350;19.068;113.17;-19.931;92.468;18.346;88.57;-65.799;-123.03;29.143;-19.79;-90.532;-73.673;-32.428;-10.003;-25.654
8360;21.331;115.612;-18.737;93.705;15.607;85.873;-62.506;-119.605;36.272;-13.052;-85.377;-72.737;-29.349;-11.6;-18.039
8370;25.074;116.935;-17.452;94.942;12.868;83.239;-58.666;-116.098;43.262;-7.542;-79.741;-71.989;-23.95;-15.426;-10.423
8380;28.674;117.8;-16.385;94.559;10.396;80.199;-55.026;-112.385;49.724;-3.741;-73.988;-72.916;-18.552;-18.772;-2.808
8390;32.754;118.665;-15.2;93.317;7.924;77.057;-51.269;-108.252;56.315;-1.24;-68.535;-74.121;-13.153;-22.119;4.807
8400;36.811;117.64;-14.276;93.556;5.185;74.052;-47.574;-103.313;62.497;1.011;-64.276;-76.337;-7.754;-25.465;12.374
8410;40.708;116.615;-13.241;92.879;2.577;70.094;-43.63;-98.374;67.219;2;-59.92;-78.559;-4.228;-29.149;19.892
8420;44.468;115.095;-13.326;92.332;-0.425;64.697;-38.588;-93.385;71.977;2.674;-56.63;-80.603;-0.452;-32.833;27.411
8430;49.268;113.575;-13.555;90.021;-3.371;59.451;-33.583;-89.069;74.724;3.156;-53.193;-82.383;3.323;-36.517;31.25
8440;54.268;111.229;-16.463;87.343;-5.99;53.746;-28.033;-84.815;76.512;4.007;-49.714;-83.338;8.658;-40.339;35.088
8450;59.108;108.883;-19.317;85.61;-8.754;47.938;-23.123;-80.688;77.823;4.799;-45.757;-83.487;13.993;-45.201;38.555
8460;63.163;105.861;-20.651;84.021;-10.197;42.174;-18.081;-76.374;77.895;6.101;-42.6;-83.484;19.328;-49.703;42.021
8470;66.098;100.999;-20.055;84.239;-11.785;36.152;-13.19;-71.996;77.891;7.601;-39.284;-82.785;24.663;-54.206;45.487
8480;68.217;96.044;-18.21;84.943;-12.073;29.211;-8.577;-68.025;76.381;8.637;-36.912;-81.937;29.157;-58.528;50.452
8490;67.895;89.53;-18.953;85.068;-12.382;21.128;-3.782;-63.832;74.234;9.143;-35.571;-80.815;33.651;-62.851;55.418
8500;69.403;84.145;-18.315;85.246;-12.487;13.135;1.254;-59.688;72.582;8.768;-35.657;-79.975;38.421;-67.574;59.652
8510;69.31;78.789;-16.996;82.703;-12.272;5.23;6.977;-55.338;71.247;8.902;-38.062;-78.775;44.83;-72.297;61.647
8520;69.993;73.953;-15.925;79.412;-12.017;-2.614;12.281;-51.764;69.248;8.847;-40.059;-77.109;51.24;-77.019;63.641
8530;71.509;69.85;-15.255;76.121;-11.44;-10.43;17.937;-48.337;66.552;8.887;-41.417;-75.203;57.65;-81.062;65.636
8540;72.17;65.666;-15.047;74.59;-10.808;-18.465;22.617;-43.949;62.912;9.033;-40.665;-72.326;64.204;-83.465;67.63
8550;74.557;61.119;-17.479;73.059;-9.797;-25.908;26.295;-39.541;58.981;9.647;-39.582;-68.768;68.959;-85.654;69.625
8560;75.439;56.571;-20.09;73.328;-8.793;-33.137;29.05;-35.37;55.189;10.534;-36.659;-64.541;73.713;-87.843;73.796
8570;76.217;53.317;-21.461;74.157;-7.428;-39.899;31.839;-32.674;50.93;11.568;-32.465;-60.909;78.468;-90.032;77.967
8580;77.177;50.063;-22.997;76.498;-6.29;-45.193;33.152;-31.023;46.806;13.236;-28.395;-57.277;83.194;-92.752;80.822
8590;77.232;47.79;-20.614;75.959;-4.583;-50.397;33.657;-29.097;42.234;15.399;-24.75;-53.607;87.921;-95.472;83.677
8600;78.105;45.517;-18.534;77.419;-3.091;-53.223;34.797;-27.214;37.723;18.559;-21.502;-49.977;92.945;-98.192;86.532
8610;78.873;43.945;-15.414;77.348;-0.637;-53.792;35.077;-25.433;33.635;21.978;-18.668;-46.574;97.968;-99.432;89.388
8620;78.086;42.372;-12.432;77.248;1.823;-54.312;34.422;-23.611;30.228;25.161;-15.229;-43.39;100.672;-98.243;92.243
8630;77.702;41.279;-10.41;77.421;4.153;-54.232;32.679;-21.343;26.72;27.91;-12.425;-40.421;103.375;-97.054;95.571
8640;76.866;41.465;-8.36;77.462;6.559;-54.39;30.483;-19.412;23.284;31.439;-9.199;-36.999;106.079;-95.865;98.899
8650;76.79;41.753;-10.75;75.393;8.372;-54.556;28.628;-18.025;19.782;35.217;-5.323;-33.097;108.534;-94.676;102.228
8660;76.895;42.681;-12.451;73.177;10.159;-54.259;25.592;-16.52;16.423;39.375;-1.513;-28.437;107.953;-93.708;105.583
8670;77.388;43.302;-15.206;70.001;12.619;-52.636;21.902;-14.52;12.741;43.429;2.593;-23.779;107.372;-92.739;108.939
8680;76.474;43.545;-17.633;68.666;15.114;-50.964;18.295;-11.772;9.411;47.85;6.41;-18.614;106.792;-92.019;112.295
8690;74.792;44.305;-19.743;66.794;16.571;-49.16;14.396;-9.025;5.967;52.265;10.13;-14.647;104.651;-89.499;115.651
8700;73.123;44.957;-19.997;64.877;17.966;-47.948;9.917;-6.502;2.738;56.55;14.354;-11.109;102.51;-85.939;119.041
8710;72.087;45.52;-19.6;62.953;17.574;-46.749;5.281;-4.779;0.206;60.255;19.83;-8.109;100.204;-82.379;121.512
8720;69.975;46.058;-18.523;58.302;17.141;-45.59;0.738;-2.737;-2.623;63.051;25.313;-5.177;97.691;-78.819;123.982
8730;68.342;46.492;-17.052;53.637;15.848;-43.099;-2.999;-0.804;-4.814;65.972;31.796;-0.979;92.698;-75.259;125.077
8740;66.375;47.059;-14.422;46.895;14.57;-39.135;-6.43;1.428;-7.437;68.732;39.703;3.313;87.705;-71.52;126.172
8750;62.614;47.674;-11.199;40.119;13.338;-35.004;-9.05;3.454;-10.847;71.484;47.68;7.868;82.712;-68.05;127.268
8760;58.968;49.346;-9.415;35.196;12.058;-30.372;-12.141;5.563;-14.389;73.775;55.709;12.032;76.079;-64.579;128.363
8770;54.699;51.025;-8.018;31.846;10.382;-25.789;-14.732;7.648;-17.24;76.115;64.161;15.861;68.963;-60.509;129.837
