timepoints (min);16: frq7+.1;17: frq7+.2;;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
13100;0;-180.698;;-0.736;31.316;28.152;-73.928;-155.065;-90.06;154.426;36.777;72.427;59.825;6.702;88.534
13110;0;-178.138;;8.821;45.533;37.44;-78.641;-155.304;-92.033;159.074;41.746;74.477;60.345;6.588;87.323
13120;0;-174.898;;20.043;60.624;47.8;-83.418;-156.239;-92.094;162.391;47.547;75.925;61.376;6.401;86.29
13130;0;-170.623;;32.428;78.009;59.112;-87.77;-155.907;-92.003;165.279;52.594;77.084;62.397;5.821;84.887
13140;0;-165.752;;44.84;95.064;72.936;-90.496;-152.824;-91.136;168.776;57.64;76.504;62.256;5.128;83.528
13150;0;-160.818;;56.895;113.561;88.76;-92.748;-148.733;-90.387;172.065;62.069;75.279;61.688;4.425;81.733
13160;0;-155.322;;71.01;130.333;104.859;-95.262;-144.605;-89.546;175.872;66.118;74.793;60.227;3.825;79.917
13170;0;-149.955;;87.311;146.811;122.31;-98.11;-139.397;-89.789;178.72;70.165;74.622;58.018;3.232;76.287
13180;0;-143.436;;104.994;163.391;140.873;-101.159;-132.897;-86.272;180.755;72.59;75.367;55.264;3.576;70.603
13190;0;-136.548;;122.48;179.863;159.438;-103.285;-128.195;-82.392;180.965;74.737;75.675;52.778;4.048;64.973
13200;0;-128.697;;139.5;197.56;177.41;-104.572;-123.001;-77.842;180.958;76.751;75.646;50.178;4.929;59.408
13210;0;-120.777;;156.497;215.317;194.683;-105.536;-118.18;-73.768;179.813;78.838;74.53;47.84;5.579;55.311
13220;0;-112.524;;174.424;232.53;210.927;-106.724;-112.862;-71.186;177.728;80.537;73.267;45.451;6.196;51.159
13230;0;-104.725;;194.428;248.228;227.754;-107.31;-107.676;-68.749;173.907;82.312;71.839;43.731;6.3;47.001
13240;0;-97.089;;214.866;263.918;243.699;-107.788;-102.186;-67.129;169.059;84.52;70.202;42.377;6.327;41.55
13250;0;-89.76;;235.197;277.893;258.683;-106.984;-97.337;-64.084;163.824;87.691;67.125;40.774;5.922;36.458
13260;0;-82.984;;253.363;289.175;272.089;-104.816;-90.821;-58.911;158.263;90.811;64.005;38.676;5.164;29.719
13270;0;-76.274;;270.697;297.832;283.074;-100.996;-81.028;-53.72;152.81;93.525;61.151;37.277;4.331;22.967
13280;0;-71.034;;286.598;302.904;291.107;-95.828;-68.404;-46.972;147.608;94.606;57.812;36.15;2.826;16.275
13290;0;-67.129;;300.509;307.976;298.215;-89.489;-55.725;-39.893;142.902;95.02;53.878;35.087;1.271;11.011
13300;0;-63.098;;311.435;310.434;301.743;-82.008;-43.522;-33.085;137.905;94.899;49.531;33.719;-0.876;5.781
13310;0;-59.452;;320.139;309.879;301.647;-73.694;-31.346;-25.67;132.559;94.564;44.498;31.984;-2.913;0.099
13320;0;-55.846;;326.136;304.485;297.629;-65.177;-19.418;-17.643;127.463;94.077;39.543;29.289;-4.612;-7.286
13330;0;-52.768;;331.172;296.022;293.088;-57.115;-7.44;-9.206;122.576;93.579;34.692;26.151;-6.74;-15.431
13340;0;-47.133;;333.221;287.366;286.011;-49.219;4.396;-0.76;116.263;91.796;30.701;22.32;-8.695;-23.585
13350;0;-39.36;;331.012;275.952;277.007;-40.5;17.913;8.658;110.413;87.281;27.53;17.51;-10.598;-31.395
13360;0;-31.862;;325.153;262.261;267.013;-30.281;31.534;19.88;102.182;82.751;23.787;12.47;-12.31;-37.704
13370;0;-23.055;;317.594;246.035;255.598;-18.693;45.929;30.606;93.683;75.786;20.592;7.456;-13.607;-44.03
13380;0;-13.382;;304.96;227.495;240.864;-8.48;58.509;42.776;84.919;69.015;17.146;2.72;-14.772;-49.166
13390;0;-3.86;;290.04;208.89;222.26;1.58;69.83;57.5;75.66;62.23;12.93;-1.32;-15.66;-53.93
13400;0;7.292;;274.733;188.507;201.545;10.681;78.896;73.166;66.183;56.165;8.27;-5.377;-16.495;-58.417
13410;0;18.787;;257.448;168.807;181.431;18.262;84.66;88.851;55.915;49.996;1.633;-8.91;-17.298;-62.916
13420;0;30.255;;238.214;149.63;159.468;25.095;89.654;101.869;45.727;43.824;-5.239;-12.01;-18.49;-67.231
13430;0;40.298;;217.378;130.774;135.695;31.298;91.055;108.386;34.554;38.242;-12.453;-15.127;-19.931;-71.156
13440;0;50.442;;196.303;111.825;111.773;36.56;92.648;115.004;23.225;31.657;-19.402;-17.693;-21.96;-75.354
13450;0;60.473;;174.628;91.584;87.648;41.4;92.282;118.883;11.744;25.004;-26.233;-20.039;-24.009;-79.326
13460;0;71.546;;152.244;70.82;63.784;45.886;91.964;121.362;0.258;17.336;-32.39;-22.398;-26.889;-82.966
13470;0;82.412;;128.737;49.388;39.8;49.997;88.093;123.51;-11.547;9.396;-38.163;-24.819;-31.078;-85.9
13480;0;93.847;;103.465;27.396;15.149;53.171;83.487;125.663;-22.414;1.454;-43.854;-27.754;-34.935;-88.823
13490;0;103.802;;77.096;4.264;-9.016;55.511;78.627;126.013;-32.753;-7.3;-49.213;-30.698;-39.58;-93.173
13500;0;113.579;;49.725;-18.346;-32.987;55.417;73.804;123.174;-43.176;-16.684;-53.671;-34.335;-43.968;-97.675
13510;0;123.276;;21.818;-40.177;-55.567;52.874;67.153;117.742;-53.04;-26.129;-58.586;-37.247;-48.381;-101.745
13520;0;132.406;;-5.9;-59.988;-76.867;47.715;57.83;110.982;-62.998;-34.91;-63.921;-40.159;-52.965;-105.679
13530;0;140.221;;-33.819;-77.042;-96.814;40.548;45.489;100.91;-73.655;-42.71;-69.233;-43.594;-57.38;-109.857
13540;0;146.831;;-60.753;-94.482;-117.574;32.264;32.089;88.894;-86.395;-50.231;-75.191;-48.205;-61.718;-114.595
13550;0;153.994;;-79.03;-105.982;-131.435;30.452;27.774;88.095;-93.857;-55.274;-77.548;-50.048;-62.518;-116.738
13560;0;162.166;;-96.222;-116.447;-142.46;27.967;22.786;86.62;-101.609;-60.738;-80.1;-51.872;-63.41;-118.117
13570;0;169.527;;-112.285;-124.618;-150.147;24.929;17.461;84.096;-109.916;-66.309;-82.555;-53.391;-64.59;-117.974
13580;0;177.36;;-129.58;-132.037;-158.543;22.078;11.548;80.4;-118.249;-72.369;-85.485;-55.044;-65.384;-116.838
13590;0;184.1;;-146.275;-139.963;-165.725;19.15;6.35;76.4;-125.4;-77.55;-88.713;-56.087;-66.2;-115.675
13600;0;189.182;;-160.85;-146.483;-172.778;14.801;-1.299;70.802;-132.698;-81.157;-91.908;-56.353;-67.117;-114.094
13610;0;194.795;;-171.902;-151.201;-178.987;7.722;-11.786;62.778;-138.397;-85.12;-94.53;-56.628;-68.184;-114.051
13620;0;198.343;;-183.942;-154.733;-185.725;-2.374;-25.004;53.889;-143.323;-87.432;-97.493;-56.973;-69.823;-114.117
13630;0;199.941;;-191.201;-158.931;-190.132;-11.661;-39.888;42.434;-148.51;-89.539;-100.188;-57.859;-71.734;-115.931
13640;0;201.707;;-196.08;-163.533;-192.493;-22.107;-57.253;25.253;-154.653;-91.84;-102.213;-58.84;-74.733;-118.453
13650;0;202.037;;-200.741;-168.803;-194.529;-32.847;-73.664;5.023;-160.938;-94.759;-104.598;-59.801;-78.313;-120.208
13660;0;200.255;;-205.828;-174.43;-197.649;-42.219;-86.747;-18.27;-167.743;-98.266;-105.019;-60.119;-82.614;-122.386
